message_body,message_body_tokens,email_criticality
"Aetheros Support,

Here's the information you requested:

* Account ID: [Redacted - Example Account ID]
* API Endpoints: Primarily affecting `/api/v2/processOrder` and `/api/v2/getUserData`
* Screenshots: [Attached Screenshots]

We're also noticing some unusual behavior with our Mercury language scripts used in these API endpoints. We suspect there might be a connection. 

Please let us know if you need anything else.

John","['aetheros', 'support', 'information', 'request', 'account', 'id', 'redacted', 'example', 'account', 'id', 'api', 'endpoint', 'primarily', 'affect', '`', '/api', 'v2', 'processorder', '`', '`', '/api', 'v2', 'getuserdata', '`', 'screenshot', 'attach', 'screenshot', 'notice', 'unusual', 'behavior', 'mercury', 'language', 'script', 'api', 'endpoint', 'suspect', 'connection', 'let', 'know', 'need', 'john']",1
"Our production environment hosted on your cloud platform is currently experiencing a critical outage. The main application server (instance ID: i-0a1b2c3d4e5f6g7h8) has become unresponsive, and we are unable to access any of our services. This is causing a complete halt to our operations and significant financial losses. 

We have tried restarting the instance from the management console, but it hasn't resolved the issue. We need immediate assistance to diagnose and rectify this problem as soon as possible. Please advise on the next steps and estimated time to resolution.","['production', 'environment', 'host', 'cloud', 'platform', 'currently', 'experience', 'critical', 'outage', 'main', 'application', 'server', 'instance', 'id', 'i-0a1b2c3d4e5f6g7h8', 'unresponsive', 'unable', 'access', 'service', 'cause', 'complete', 'halt', 'operation', 'significant', 'financial', 'loss', 'try', 'restart', 'instance', 'management', 'console', 'resolve', 'issue', 'need', 'immediate', 'assistance', 'diagnose', 'rectify', 'problem', 'soon', 'possible', 'advise', 'step', 'estimate', 'time', 'resolution']",1
"Dear John,

Thank you for contacting Aetheros Support. We understand the urgency of the situation and are prioritizing your case. Our engineers are actively investigating the issue with your cloud instance (i-0a1b2c3d4e5f6g7h8). 

We will keep you updated on the progress and provide further instructions as soon as possible. In the meantime, please provide us with any recent changes or deployments made to the affected environment, which might be helpful in our diagnosis.","['dear', 'john', 'thank', 'contact', 'aetheros', 'support', 'understand', 'urgency', 'situation', 'prioritize', 'case', 'engineer', 'actively', 'investigate', 'issue', 'cloud', 'instance', 'i-0a1b2c3d4e5f6g7h8', 'update', 'progress', 'provide', 'instruction', 'soon', 'possible', 'meantime', 'provide', 'recent', 'change', 'deployment', 'affected', 'environment', 'helpful', 'diagnosis']",1
"We're experiencing a massive spike in alerts from the Aetheros API Monitoring platform for our production APIs.  It seems to be related to our recent cloud resource scaling that you manage for us. We need immediate assistance to understand if this is a real issue or a false positive, and how to resolve it.  Our entire platform is severely impacted.","['experience', 'massive', 'spike', 'alert', 'aetheros', 'api', 'monitoring', 'platform', 'production', 'api', 'relate', 'recent', 'cloud', 'resource', 'scaling', 'manage', 'need', 'immediate', 'assistance', 'understand', 'real', 'issue', 'false', 'positive', 'resolve', 'entire', 'platform', 'severely', 'impact']",1
"Dear John,

Thank you for contacting Aetheros Support. We understand that you are experiencing a critical issue with the API Monitoring platform following a recent cloud resource scaling. Our team is actively investigating the issue and will provide an update as soon as possible.

In the meantime, please provide us with the following information so we can better assist you:

* The specific APIs affected.
* The approximate time the issue began.
* Any recent changes made to your cloud environment.

We will do everything we can to resolve this issue as quickly as possible.

Sincerely,
Aetheros Support","['dear', 'john', 'thank', 'contact', 'aetheros', 'support', 'understand', 'experience', 'critical', 'issue', 'api', 'monitoring', 'platform', 'follow', 'recent', 'cloud', 'resource', 'scaling', 'team', 'actively', 'investigate', 'issue', 'provide', 'update', 'soon', 'possible', 'meantime', 'provide', 'follow', 'information', 'well', 'assist', 'specific', 'api', 'affect', 'approximate', 'time', 'issue', 'begin', 'recent', 'change', 'cloud', 'environment', 'resolve', 'issue', 'quickly', 'possible', 'sincerely', 'aetheros', 'support']",1
"The issue is affecting ALL our APIs, starting around 03:00 UTC. The only change was the resource scaling you implemented yesterday.","['issue', 'affect', 'api', 'start', '03:00', 'utc', 'change', 'resource', 'scale', 'implement', 'yesterday']",1
"Hi Aetheros Support,

We are experiencing a critical issue where our API calls are failing authentication after a recent update to our IAM roles. We made changes to user permissions yesterday, and since then, our application cannot authenticate with the API. 

We are using your API development and IAM services. This issue is causing a major outage for our system. We need this resolved urgently.

Can you please investigate this issue as soon as possible and provide a solution? 

Thanks,
John Doe","['hi', 'aetheros', 'support', 'experience', 'critical', 'issue', 'api', 'call', 'fail', 'authentication', 'recent', 'update', 'iam', 'role', 'change', 'user', 'permission', 'yesterday', 'application', 'authenticate', 'api', 'api', 'development', 'iam', 'service', 'issue', 'cause', 'major', 'outage', 'system', 'need', 'resolve', 'urgently', 'investigate', 'issue', 'soon', 'possible', 'provide', 'solution', 'thank', 'john', 'doe']",1
"Dear John,

Thank you for contacting Aetheros Support. We understand the urgency of this issue and are looking into it. 

To help us diagnose the problem faster, could you please provide the following information:

* The specific IAM roles that were updated
* The error messages you are receiving when API authentication fails
* The approximate time you noticed the issue began

We will investigate this further and get back to you with an update as soon as possible.

Sincerely,
Aetheros Support","['dear', 'john', 'thank', 'contact', 'aetheros', 'support', 'understand', 'urgency', 'issue', 'look', 'help', 'diagnose', 'problem', 'fast', 'provide', 'follow', 'information', 'specific', 'iam', 'role', 'update', 'error', 'message', 'receive', 'api', 'authentication', 'fail', 'approximate', 'time', 'notice', 'issue', 'begin', 'investigate', 'update', 'soon', 'possible', 'sincerely', 'aetheros', 'support']",1
"Aetheros Support,

Here is the information you requested:

* **IAM roles updated:** We updated the 'Data Analyst' role to restrict access to certain API endpoints.
* **Error messages:** We are getting a '403 Forbidden' error with the message 'Invalid API credentials' on all API calls made by users with the 'Data Analyst' role.
* **Time issue began:** Approximately 18:00 UTC yesterday.

This is bringing our operations to a standstill. We need a resolution to this issue very quickly. 

Thanks,
John Doe ","['aetheros', 'support', 'information', 'request', 'iam', 'role', 'update', 'update', 'data', 'analyst', 'role', 'restrict', 'access', 'certain', 'api', 'endpoint', 'error', 'message', 'get', '403', 'forbidden', 'error', 'message', 'invalid', 'api', 'credential', 'api', 'call', 'user', 'data', 'analyst', 'role', 'time', 'issue', 'begin', 'approximately', '18:00', 'utc', 'yesterday', 'bring', 'operation', 'standstill', 'need', 'resolution', 'issue', 'quickly', 'thank', 'john', 'doe']",1
"Dear John,

We have identified the issue. There was a bug in our recent update that caused incorrect permissions to be applied to the 'Data Analyst' role. 

A fix has been implemented, and the IAM permissions should now be working correctly. Can you please confirm if the issue is resolved on your end?

We apologize for the inconvenience this issue caused.

Best regards,
Aetheros Support","['dear', 'john', 'identify', 'issue', 'bug', 'recent', 'update', 'cause', 'incorrect', 'permission', 'apply', 'data', 'analyst', 'role', 'fix', 'implement', 'iam', 'permission', 'work', 'correctly', 'confirm', 'issue', 'resolve', 'end', 'apologize', 'inconvenience', 'issue', 'cause', 'good', 'regard', 'aetheros', 'support']",1
"Aetheros Support, 

The issue seems to be resolved now. Our API calls are authenticating successfully.

However, this outage was highly disruptive to our operations. We rely heavily on your services, and such incidents are unacceptable. We expect a thorough post-mortem on this bug and preventative measures to avoid such occurrences in the future.

Regards,
John Doe","['aetheros', 'support', 'issue', 'resolve', 'api', 'call', 'authenticate', 'successfully', 'outage', 'highly', 'disruptive', 'operation', 'rely', 'heavily', 'service', 'incident', 'unacceptable', 'expect', 'thorough', 'post', 'mortem', 'bug', 'preventative', 'measure', 'avoid', 'occurrence', 'future', 'regard', 'john', 'doe']",1
